lead_id,first_name,last_name,email,source,status,score,created_at
LED-0000991,Agustina,Sepulveda,agustina.sepulveda5611@example.com,web,converted,40,2023-12-18 19:16:01
LED-0000992,Carlos,Hernandez,carlos.hernandez9457@lake.local,cold_call,contacted,49,2022-05-01 11:48:54
LED-0000993,Camila,Cortes,camila.cortes4676@lake.local,referral,qualified,60,2022-10-17 16:13:57
LED-0000994,Isabel,Pizarro,isabel.pizarro5081@synthetic.dev,referral,new,99,2024-09-13 03:38:09
LED-0000995,Jose,Perez,jose.perez36@demo.io,cold_call,contacted,76,2022-12-17 15:37:26
LED-0000996,Eduardo,Munoz,eduardo.munoz5666@lake.local,referral,new,43,2024-10-30 22:45:20
LED-0000997,Maria,Castillo,maria.castillo5658@mail.test,ads,contacted,11,2022-10-27 19:52:34
LED-0000998,Matias,Araya,matias.araya1363@synthetic.dev,ads,new,100,2022-08-03 22:42:14
LED-0000999,Valentina,Fuentes,valentina.fuentes4180@mail.test,web,new,32,2025-05-12 14:01:15
LED-0001000,Renata,Bravo,renata.bravo244@example.com,web,contacted,32,2025-04-18 20:14:15
LED-0001001,Maximiliano,Morales,maximiliano.morales3733@mail.test,cold_call,new,92,2022-10-17 13:29:04
LED-0001002,Eduardo,Cortes,eduardo.cortes1531@mail.test,web,contacted,15,2025-12-02 19:34:53
LED-0001003,Constanza,Toro,constanza.toro5743@mail.test,web,contacted,68,2024-06-29 20:54:22
LED-0001004,Carlos,Gonzalez,carlos.gonzalez9848@demo.io,event,new,19,2024-10-11 14:38:45
LED-0001005,Macarena,Silva,macarena.silva8382@example.com,web,lost,89,2022-09-22 04:44:13
LED-0001006,Benjamin,Vega,benjamin.vega7289@demo.io,web,qualified,85,2024-02-27 22:12:02
LED-0001007,Vicente,Castillo,vicente.castillo3606@lake.local,referral,converted,72,2024-10-24 02:16:34
LED-0001008,Sofia,Rojas,sofia.rojas5948@demo.io,cold_call,contacted,26,2025-12-06 14:12:56
LED-0001009,Juan,Rodriguez,juan.rodriguez9804@lake.local,web,qualified,7,2025-08-28 06:07:05
LED-0001010,Lucia,Castillo,lucia.castillo3205@demo.io,web,new,78,2023-07-31 09:57:12
LED-0001011,Martina,Vargas,martina.vargas240@mail.test,web,contacted,4,2024-11-23 16:05:23
LED-0001012,Sebastian,Saavedra,sebastian.saavedra486@mail.test,ads,new,34,2025-11-12 08:48:48
LED-0001013,Paula,Henriquez,paula.henriquez6929@mail.test,web,qualified,5,2025-11-21 11:28:47
LED-0001014,Ana,Romero,ana.romero6926@lake.local,web,lost,44,2025-08-22 15:06:48
LED-0001015,Renata,Vasquez,renata.vasquez2088@synthetic.dev,cold_call,new,23,2023-01-04 18:51:40
LED-0001016,Macarena,Gonzalez,macarena.gonzalez308@synthetic.dev,event,contacted,77,2025-08-16 08:00:34
LED-0001017,Pedro,Araya,pedro.araya5318@demo.io,web,contacted,49,2023-06-26 01:06:26
LED-0001018,Agustina,Rivera,agustina.rivera3626@lake.local,event,new,90,2024-02-11 09:11:59
LED-0001019,Ana,Vasquez,ana.vasquez3322@synthetic.dev,web,qualified,91,2025-12-13 10:27:11
LED-0001020,Pedro,Salazar,pedro.salazar9252@lake.local,event,qualified,75,2025-06-21 12:43:17
LED-0001021,Florencia,Carvajal,florencia.carvajal2569@synthetic.dev,web,contacted,42,2025-03-11 12:44:45
LED-0001022,Josefa,Sepulveda,josefa.sepulveda9195@mail.test,web,new,81,2025-08-20 23:08:52
LED-0001023,Sebastian,Flores,sebastian.flores7750@synthetic.dev,event,contacted,79,2025-05-17 17:06:05
LED-0001024,Diego,Fuentes,diego.fuentes229@demo.io,referral,converted,2,2022-05-15 06:35:07
LED-0001025,Luis,Hernandez,luis.hernandez8365@mail.test,referral,new,13,2024-07-21 13:39:43
LED-0001026,Antonia,Tapia,antonia.tapia7033@synthetic.dev,cold_call,contacted,29,2024-02-28 13:56:40
LED-0001027,Josefa,Salazar,josefa.salazar3319@demo.io,event,lost,15,2023-01-18 07:54:44
LED-0001028,Pablo,Martinez,pablo.martinez7862@lake.local,ads,contacted,63,2022-12-06 21:53:38
LED-0001029,Maximiliano,Bravo,maximiliano.bravo9996@lake.local,web,qualified,5,2022-05-01 03:39:58
LED-0001030,Constanza,Vasquez,constanza.vasquez3826@mail.test,cold_call,lost,23,2022-09-04 17:47:07
LED-0001031,Juan,Sandoval,juan.sandoval7211@example.com,referral,contacted,71,2023-04-08 01:12:16
LED-0001032,Maria,Castillo,maria.castillo9115@example.com,cold_call,lost,12,2025-08-14 07:39:58
LED-0001033,Eduardo,Pereira,eduardo.pereira7053@example.com,cold_call,contacted,29,2024-06-18 15:35:09
LED-0001034,Tomas,Lopez,tomas.lopez4257@demo.io,event,contacted,20,2024-02-11 22:47:13
LED-0001035,Felipe,Sandoval,felipe.sandoval3818@demo.io,event,converted,23,2022-10-17 08:20:21
LED-0001036,Luis,Castillo,luis.castillo131@mail.test,referral,contacted,48,2022-02-02 13:24:18
LED-0001037,Emilia,Toro,emilia.toro628@example.com,referral,lost,44,2022-07-08 00:21:20
LED-0001038,Emilia,Cortes,emilia.cortes4559@example.com,web,qualified,26,2025-02-01 03:38:35
LED-0001039,Romina,Araya,romina.araya2718@synthetic.dev,referral,qualified,0,2025-03-17 11:51:27
LED-0001040,Manuel,Pereira,manuel.pereira8294@demo.io,referral,lost,87,2022-10-03 11:54:46
LED-0001041,Agustina,Morales,agustina.morales6967@lake.local,event,new,15,2022-03-28 10:55:58
LED-0001042,Daniel,Fuentes,daniel.fuentes7636@lake.local,event,new,81,2025-04-07 01:16:44
LED-0001043,Agustina,Arancibia,agustina.arancibia7063@mail.test,referral,contacted,32,2023-01-26 17:29:10
LED-0001044,Matias,Torres,matias.torres3027@lake.local,event,lost,73,2025-12-15 19:14:01
LED-0001045,Javier,Munoz,javier.munoz5426@lake.local,web,contacted,9,2024-06-18 17:56:39
LED-0001046,Camila,Rivera,camila.rivera7326@mail.test,web,new,86,2022-07-12 14:33:17
LED-0001047,Matias,Flores,matias.flores4355@lake.local,referral,contacted,20,2024-11-19 20:43:01
LED-0001048,Carlos,Cortes,carlos.cortes5970@demo.io,referral,contacted,71,2023-07-08 16:43:56
LED-0001049,Rodrigo,Hernandez,rodrigo.hernandez9499@mail.test,ads,converted,31,2023-05-05 08:50:05
LED-0001050,Trinidad,Sepulveda,trinidad.sepulveda3271@synthetic.dev,referral,new,19,2023-10-04 07:08:27
LED-0001051,Ana,Hernandez,ana.hernandez1493@lake.local,referral,qualified,65,2023-07-20 16:40:43
LED-0001052,Ignacio,Pereira,ignacio.pereira3843@lake.local,web,qualified,54,2025-10-08 16:40:19
LED-0001053,Javier,Fuentes,javier.fuentes3251@demo.io,web,new,58,2025-01-23 12:53:04
LED-0001054,Carlos,Bravo,carlos.bravo3770@synthetic.dev,web,new,53,2025-06-25 03:00:11
LED-0001055,Alejandro,Flores,alejandro.flores3701@synthetic.dev,web,qualified,28,2023-03-25 14:03:47
LED-0001056,Rodrigo,Perez,rodrigo.perez8356@mail.test,web,new,57,2025-05-03 22:16:50
LED-0001057,Martina,Riquelme,martina.riquelme8156@demo.io,event,qualified,20,2025-03-14 16:35:06
LED-0001058,Sebastian,Rojas,sebastian.rojas7473@synthetic.dev,ads,lost,68,2025-03-11 19:58:10
LED-0001059,Macarena,Riquelme,macarena.riquelme1268@example.com,web,contacted,16,2025-07-23 18:06:23
LED-0001060,Lucia,Castillo,lucia.castillo8206@demo.io,ads,lost,69,2024-08-24 14:06:32
LED-0001061,Maria,Carrasco,maria.carrasco3836@synthetic.dev,web,lost,65,2022-03-07 11:08:24
LED-0001062,Gabriel,Pereira,gabriel.pereira8183@demo.io,event,qualified,5,2025-11-01 17:54:54
LED-0001063,Martina,Morales,martina.morales3250@lake.local,web,lost,55,2023-03-01 17:53:11
LED-0001064,Isabel,Hernandez,isabel.hernandez8711@mail.test,ads,qualified,37,2023-01-27 08:26:17
LED-0001065,Ignacio,Carrasco,ignacio.carrasco8866@lake.local,web,new,95,2023-01-18 01:10:29
LED-0001066,Lucia,Gonzalez,lucia.gonzalez8319@lake.local,referral,contacted,100,2023-02-07 12:31:36
LED-0001067,Nicolas,Rivera,nicolas.rivera7027@example.com,event,new,52,2025-12-12 14:23:02
LED-0001068,Luis,Vasquez,luis.vasquez5487@demo.io,web,new,97,2024-07-25 20:06:49
LED-0001069,Florencia,Hernandez,florencia.hernandez3469@example.com,web,new,28,2023-02-08 00:30:03
LED-0001070,Eduardo,Carvajal,eduardo.carvajal7186@synthetic.dev,web,contacted,8,2025-08-27 20:39:57
LED-0001071,Vicente,Diaz,vicente.diaz768@lake.local,cold_call,qualified,55,2025-09-10 23:40:57
LED-0001072,Juan,Pino,juan.pino8091@synthetic.dev,referral,converted,98,2024-01-13 13:19:08
LED-0001073,Valentina,Reyes,valentina.reyes6988@demo.io,web,contacted,99,2022-07-21 07:54:35
LED-0001074,Camila,Arancibia,camila.arancibia5049@lake.local,referral,new,78,2024-04-30 00:22:44
LED-0001075,Carlos,Carvajal,carlos.carvajal5133@lake.local,web,qualified,69,2025-08-17 01:37:51
LED-0001076,Agustina,Rivera,agustina.rivera5329@example.com,web,contacted,87,2025-07-19 10:49:41
LED-0001077,Camila,Arancibia,camila.arancibia5230@synthetic.dev,web,contacted,68,2022-12-18 13:06:06
LED-0001078,Rodrigo,Reyes,rodrigo.reyes8443@synthetic.dev,event,qualified,92,2022-12-05 03:51:28
LED-0001079,Diego,Reyes,diego.reyes1568@example.com,web,qualified,25,2022-03-26 12:49:47
LED-0001080,Agustina,Rodriguez,agustina.rodriguez2867@synthetic.dev,ads,contacted,51,2024-04-26 08:47:43
LED-0001081,Fernanda,Espinoza,fernanda.espinoza5777@lake.local,cold_call,qualified,84,2022-12-05 01:34:07
LED-0001082,Isabel,Cordero,isabel.cordero2544@mail.test,event,converted,59,2024-06-16 04:59:14
LED-0001083,Felipe,Carvajal,felipe.carvajal3427@demo.io,web,qualified,41,2024-07-03 15:09:01
LED-0001084,Ana,Castro,ana.castro3952@demo.io,cold_call,converted,71,2023-01-26 15:15:10
LED-0001085,Manuel,Gutierrez,manuel.gutierrez4092@demo.io,cold_call,converted,15,2022-08-21 03:05:47
LED-0001086,Maximiliano,Henriquez,maximiliano.henriquez8653@lake.local,event,qualified,80,2025-10-02 23:57:03
LED-0001087,Sebastian,Ortiz,sebastian.ortiz6233@lake.local,web,new,80,2025-07-07 23:09:40
LED-0001088,Romina,Saavedra,romina.saavedra2875@lake.local,ads,new,53,2022-04-13 12:02:23
LED-0001089,Trinidad,Hernandez,trinidad.hernandez700@mail.test,ads,contacted,58,2025-10-18 08:09:13
LED-0001090,Luis,Vera,luis.vera6453@lake.local,web,converted,46,2023-09-29 09:25:37
LED-0001091,Carmen,Aravena,carmen.aravena885@lake.local,referral,contacted,75,2023-05-12 17:26:30
LED-0001092,Juan,Carrasco,juan.carrasco9007@example.com,event,contacted,27,2024-09-11 19:28:12
LED-0001093,Felipe,Vera,felipe.vera5350@demo.io,web,lost,21,2023-12-26 03:53:48
LED-0001094,Maria,Rivera,maria.rivera6176@synthetic.dev,cold_call,converted,93,2022-07-25 08:04:39
LED-0001095,Felipe,Hernandez,felipe.hernandez7390@mail.test,referral,new,15,2022-05-07 01:45:43
LED-0001096,Benjamin,Romero,benjamin.romero3605@demo.io,referral,new,57,2025-08-24 17:59:09
LED-0001097,Ignacio,Tapia,ignacio.tapia2623@mail.test,referral,qualified,22,2025-07-24 08:26:22
LED-0001098,Sofia,Gutierrez,sofia.gutierrez5709@synthetic.dev,event,new,98,2022-10-26 22:49:42
LED-0001099,Fernanda,Rojas,fernanda.rojas8559@example.com,event,lost,15,2024-12-18 13:27:35
LED-0001100,Nicolas,Rojas,nicolas.rojas216@demo.io,event,lost,73,2023-05-03 14:01:52
LED-0001101,Cristobal,Romero,cristobal.romero3577@demo.io,referral,new,9,2023-03-31 07:22:55
LED-0001102,Andres,Rodriguez,andres.rodriguez588@example.com,web,new,48,2024-06-06 21:02:23
LED-0001103,Ignacio,Aravena,ignacio.aravena3864@lake.local,web,contacted,60,2025-10-12 12:30:12
LED-0001104,Paula,Pino,paula.pino5310@example.com,event,contacted,16,2024-01-15 12:13:10
LED-0001105,Trinidad,Salazar,trinidad.salazar3502@mail.test,web,lost,19,2024-08-19 22:37:52
LED-0001106,Cristobal,Rivera,cristobal.rivera599@lake.local,web,lost,39,2022-11-18 19:37:14
LED-0001107,Eduardo,Diaz,eduardo.diaz9905@example.com,cold_call,new,89,2023-09-19 23:08:24
LED-0001108,Valentina,Fuentes,valentina.fuentes5276@demo.io,web,lost,16,2025-02-16 15:02:03
LED-0001109,Lucia,Perez,lucia.perez7634@synthetic.dev,event,contacted,77,2022-07-19 17:49:17
LED-0001110,Jose,Castro,jose.castro9468@demo.io,event,converted,64,2022-07-05 13:01:12
LED-0001111,Javier,Arancibia,javier.arancibia231@mail.test,ads,new,94,2024-09-14 05:23:39
LED-0001112,Trinidad,Castro,trinidad.castro2935@lake.local,event,new,38,2023-04-20 00:30:06
LED-0001113,Amanda,Rojas,amanda.rojas3592@demo.io,ads,converted,18,2022-04-26 01:11:56
LED-0001114,Jose,Munoz,jose.munoz9324@mail.test,ads,lost,11,2024-11-23 18:15:54
LED-0001115,Josefa,Henriquez,josefa.henriquez1814@mail.test,ads,converted,20,2023-11-27 04:49:05
LED-0001116,Nicolas,Pizarro,nicolas.pizarro5087@demo.io,ads,new,97,2022-03-19 16:02:58
LED-0001117,Maximiliano,Lopez,maximiliano.lopez770@lake.local,ads,contacted,90,2022-07-13 16:00:30
LED-0001118,Jose,Rodriguez,jose.rodriguez8018@mail.test,ads,contacted,15,2025-06-07 04:27:27
LED-0001119,Ana,Salazar,ana.salazar4440@mail.test,referral,contacted,99,2022-04-16 10:17:46
LED-0001120,Camila,Castro,camila.castro3691@example.com,ads,new,38,2022-05-13 05:34:36
LED-0001121,Eduardo,Sandoval,eduardo.sandoval7079@example.com,ads,contacted,75,2024-01-30 10:12:06
LED-0001122,Catalina,Lopez,catalina.lopez9127@mail.test,web,new,73,2024-11-25 10:35:05
LED-0001123,Sebastian,Araya,sebastian.araya1811@example.com,cold_call,contacted,94,2022-09-22 14:27:52
LED-0001124,Nicolas,Cortes,nicolas.cortes6682@example.com,web,contacted,82,2022-05-02 00:42:22
LED-0001125,Pedro,Soto,pedro.soto5757@lake.local,cold_call,contacted,47,2022-02-28 01:32:32
LED-0001126,Diego,Alvarez,diego.alvarez8971@demo.io,web,qualified,9,2024-06-04 05:18:22
LED-0001127,Amanda,Soto,amanda.soto6840@synthetic.dev,web,new,39,2024-11-09 04:27:10
LED-0001128,Pedro,Martinez,pedro.martinez7002@mail.test,web,new,40,2023-10-29 02:28:21
LED-0001129,Valentina,Tapia,valentina.tapia4252@example.com,web,new,80,2025-04-28 11:40:28
LED-0001130,Constanza,Diaz,constanza.diaz8037@lake.local,referral,contacted,25,2022-09-05 14:43:45
LED-0001131,Tomas,Pino,tomas.pino3786@lake.local,cold_call,new,51,2022-06-28 06:01:39
LED-0001132,Emilia,Martinez,emilia.martinez6630@synthetic.dev,web,contacted,69,2022-09-10 20:06:51
LED-0001133,Javier,Lopez,javier.lopez9118@synthetic.dev,referral,new,74,2024-12-14 13:22:39
LED-0001134,Martina,Castro,martina.castro2918@lake.local,ads,contacted,83,2024-09-25 04:49:40
LED-0001135,Florencia,Castillo,florencia.castillo304@lake.local,web,new,68,2025-12-30 11:48:46
LED-0001136,Paula,Lopez,paula.lopez7061@demo.io,cold_call,lost,87,2025-12-20 10:05:56
LED-0001137,Carlos,Sandoval,carlos.sandoval1987@synthetic.dev,web,converted,59,2023-10-02 15:12:25
LED-0001138,Emilia,Pino,emilia.pino9056@example.com,cold_call,converted,28,2023-03-13 02:46:41
LED-0001139,Eduardo,Vera,eduardo.vera8404@example.com,web,contacted,12,2025-03-01 17:06:24
LED-0001140,Jose,Pizarro,jose.pizarro6012@synthetic.dev,cold_call,converted,51,2022-10-20 03:19:58
LED-0001141,Constanza,Contreras,constanza.contreras8317@example.com,web,converted,94,2024-05-07 18:42:32
LED-0001142,Trinidad,Carvajal,trinidad.carvajal3765@lake.local,web,new,94,2025-09-02 20:50:19
LED-0001143,Agustina,Sepulveda,agustina.sepulveda290@synthetic.dev,web,new,22,2025-09-16 04:20:48
LED-0001144,Eduardo,Riquelme,eduardo.riquelme8608@mail.test,web,new,86,2024-08-22 13:32:03
LED-0001145,Alejandro,Romero,alejandro.romero8646@synthetic.dev,web,new,18,2022-03-14 15:44:48
LED-0001146,Rodrigo,Morales,rodrigo.morales1550@example.com,web,new,34,2022-12-09 13:14:45
LED-0001147,Magdalena,Araya,magdalena.araya9194@mail.test,referral,new,95,2023-05-22 02:09:48
LED-0001148,Romina,Saavedra,romina.saavedra3390@demo.io,web,converted,6,2025-03-03 13:41:09
LED-0001149,Cristobal,Contreras,cristobal.contreras9782@example.com,event,new,30,2022-06-25 06:09:57
LED-0001150,Amanda,Tapia,amanda.tapia3823@demo.io,referral,lost,22,2025-10-03 11:02:59
LED-0001151,Rodrigo,Romero,rodrigo.romero1113@demo.io,web,qualified,93,2023-05-27 22:43:07
LED-0001152,Jose,Hernandez,jose.hernandez3574@example.com,web,new,20,2024-11-13 21:28:46
LED-0001153,Trinidad,Toro,trinidad.toro3359@example.com,web,new,35,2024-12-17 21:12:23
LED-0001154,Juan,Castro,juan.castro2342@mail.test,referral,contacted,21,2024-11-29 21:58:56
LED-0001155,Pedro,Carrasco,pedro.carrasco4789@lake.local,cold_call,converted,99,2024-05-20 16:01:54
LED-0001156,Renata,Vera,renata.vera3064@demo.io,event,new,21,2022-10-25 21:01:07
LED-0001157,Manuel,Henriquez,manuel.henriquez1538@demo.io,event,contacted,84,2025-03-07 11:25:44
LED-0001158,Amanda,Diaz,amanda.diaz7979@mail.test,web,new,14,2022-10-02 15:20:52
LED-0001159,Gabriel,Cordero,gabriel.cordero1760@demo.io,referral,converted,32,2025-08-19 12:51:06
LED-0001160,Romina,Torres,romina.torres4243@lake.local,event,lost,4,2023-03-29 11:50:58
LED-0001161,Ana,Tapia,ana.tapia9543@synthetic.dev,referral,new,62,2022-04-06 02:37:56
LED-0001162,Carmen,Riquelme,carmen.riquelme9945@mail.test,web,contacted,17,2022-11-16 17:38:53
LED-0001163,Agustina,Rodriguez,agustina.rodriguez7894@demo.io,web,lost,36,2022-09-12 18:06:57
LED-0001164,Daniel,Araya,daniel.araya9030@synthetic.dev,ads,new,44,2023-01-29 03:21:05
LED-0001165,Sebastian,Alvarez,sebastian.alvarez7186@example.com,web,contacted,31,2024-07-16 12:48:39
LED-0001166,Maximiliano,Araya,maximiliano.araya799@demo.io,ads,new,38,2023-03-29 12:57:50
LED-0001167,Pablo,Vasquez,pablo.vasquez2558@demo.io,ads,contacted,57,2024-06-02 05:20:02
LED-0001168,Daniel,Gomez,daniel.gomez6564@synthetic.dev,cold_call,qualified,0,2022-07-12 17:54:07
LED-0001169,Felipe,Aravena,felipe.aravena352@demo.io,event,new,97,2023-04-16 22:40:04
LED-0001170,Fernanda,Tapia,fernanda.tapia4784@example.com,ads,new,95,2024-11-29 16:03:13
LED-0001171,Vicente,Salazar,vicente.salazar431@mail.test,event,new,98,2024-09-04 10:41:40
LED-0001172,Daniela,Arancibia,daniela.arancibia3847@synthetic.dev,ads,contacted,80,2024-06-11 16:54:51
LED-0001173,Ignacio,Aravena,ignacio.aravena7723@lake.local,ads,qualified,31,2022-03-30 05:16:34
LED-0001174,Nicolas,Castillo,nicolas.castillo4763@example.com,ads,new,65,2023-03-13 19:17:44
LED-0001175,Josefa,Vargas,josefa.vargas4234@example.com,ads,qualified,54,2023-06-13 13:47:30
LED-0001176,Fernanda,Soto,fernanda.soto6077@demo.io,cold_call,lost,7,2024-05-11 09:40:39
LED-0001177,Valentina,Rivera,valentina.rivera3921@example.com,ads,lost,85,2025-04-06 02:43:06
LED-0001178,Nicolas,Morales,nicolas.morales4235@demo.io,web,contacted,13,2024-05-29 03:27:44
LED-0001179,Maria,Ortiz,maria.ortiz5890@lake.local,referral,contacted,52,2023-10-03 14:27:32
LED-0001180,Gabriel,Vega,gabriel.vega6119@demo.io,web,contacted,41,2024-07-10 20:09:48
LED-0001181,Cristobal,Pino,cristobal.pino5648@lake.local,referral,new,50,2023-10-01 16:02:07
LED-0001182,Carmen,Silva,carmen.silva1206@synthetic.dev,ads,contacted,79,2022-03-15 21:45:48
LED-0001183,Amanda,Carvajal,amanda.carvajal6815@demo.io,cold_call,new,85,2023-09-21 16:20:52
LED-0001184,Felipe,Vargas,felipe.vargas9408@lake.local,web,qualified,51,2025-02-14 02:50:07
LED-0001185,Paula,Pereira,paula.pereira1163@lake.local,referral,qualified,13,2024-03-22 17:50:03
LED-0001186,Rodrigo,Carvajal,rodrigo.carvajal7820@example.com,ads,qualified,47,2022-06-28 06:51:40
LED-0001187,Magdalena,Gutierrez,magdalena.gutierrez3923@lake.local,web,lost,17,2024-04-04 23:17:02
LED-0001188,Trinidad,Cortes,trinidad.cortes1870@example.com,cold_call,contacted,27,2022-03-24 06:43:05
LED-0001189,Josefa,Saavedra,josefa.saavedra3618@example.com,event,contacted,71,2025-10-22 10:25:38
LED-0001190,Andres,Pizarro,andres.pizarro8719@mail.test,web,qualified,23,2024-08-25 09:12:23
LED-0001191,Luis,Aravena,luis.aravena6788@synthetic.dev,referral,lost,84,2023-09-05 01:07:45
LED-0001192,Javier,Munoz,javier.munoz9617@lake.local,ads,qualified,18,2024-06-05 12:55:59
LED-0001193,Matias,Gonzalez,matias.gonzalez4141@example.com,web,new,13,2022-03-07 02:23:30
LED-0001194,Matias,Pereira,matias.pereira3087@mail.test,web,contacted,10,2022-04-30 10:43:22
LED-0001195,Jose,Vega,jose.vega9635@example.com,referral,contacted,45,2022-11-11 21:26:23
LED-0001196,Camila,Soto,camila.soto7248@demo.io,web,qualified,52,2023-05-08 19:52:08
LED-0001197,Valentina,Castro,valentina.castro7389@demo.io,ads,converted,68,2023-09-20 23:44:13
LED-0001198,Agustina,Gonzalez,agustina.gonzalez1065@demo.io,referral,new,13,2025-05-02 12:21:13
LED-0001199,Paula,Araya,paula.araya2084@demo.io,web,qualified,22,2022-12-05 16:37:12
LED-0001200,Luis,Perez,luis.perez7624@demo.io,web,lost,0,2024-01-07 00:06:56
LED-0001201,Pedro,Munoz,pedro.munoz109@synthetic.dev,referral,qualified,79,2025-07-25 21:20:36
LED-0001202,Antonia,Gonzalez,antonia.gonzalez2770@lake.local,referral,lost,43,2024-12-27 03:37:08
LED-0001203,Antonia,Aravena,antonia.aravena2674@example.com,referral,lost,43,2022-09-02 11:01:16
LED-0001204,Jose,Munoz,jose.munoz9866@mail.test,web,lost,22,2025-01-19 17:45:22
LED-0001205,Maria,Arancibia,maria.arancibia574@demo.io,event,new,88,2023-08-15 11:28:09
LED-0001206,Alejandro,Carrasco,alejandro.carrasco2651@lake.local,referral,converted,51,2023-06-19 17:13:07
LED-0001207,Eduardo,Gomez,eduardo.gomez9733@lake.local,web,lost,40,2024-01-27 03:24:14
LED-0001208,Luis,Alvarez,luis.alvarez5126@example.com,ads,converted,40,2023-08-26 04:25:13
LED-0001209,Juan,Rodriguez,juan.rodriguez9708@demo.io,referral,qualified,99,2024-12-28 15:16:52
LED-0001210,Daniela,Fuentes,daniela.fuentes4831@example.com,ads,contacted,65,2022-07-30 08:23:26
LED-0001211,Carmen,Tapia,carmen.tapia9322@example.com,web,contacted,7,2025-08-05 00:55:03
LED-0001212,Luis,Sandoval,luis.sandoval1330@demo.io,event,qualified,31,2025-11-24 19:57:14
LED-0001213,Renata,Torres,renata.torres3104@demo.io,referral,new,46,2024-06-04 16:38:15
LED-0001214,Isabel,Romero,isabel.romero2263@demo.io,web,contacted,54,2025-06-28 15:35:43
LED-0001215,Alejandro,Munoz,alejandro.munoz2545@demo.io,event,lost,27,2023-11-17 01:49:43
LED-0001216,Daniel,Hernandez,daniel.hernandez5777@lake.local,event,qualified,69,2022-06-26 09:21:47
LED-0001217,Agustina,Vasquez,agustina.vasquez3386@mail.test,web,lost,93,2025-03-11 09:43:49
LED-0001218,Daniel,Espinoza,daniel.espinoza7317@example.com,referral,qualified,88,2022-03-25 02:17:35
LED-0001219,Daniela,Soto,daniela.soto8471@example.com,ads,qualified,81,2025-11-16 12:10:02
LED-0001220,Manuel,Salazar,manuel.salazar1047@demo.io,referral,contacted,96,2023-08-29 17:13:52
LED-0001221,Rodrigo,Contreras,rodrigo.contreras8387@mail.test,web,new,28,2023-05-29 18:52:24
LED-0001222,Valentina,Cortes,valentina.cortes7924@lake.local,web,lost,90,2023-12-28 18:52:05
LED-0001223,Eduardo,Rodriguez,eduardo.rodriguez3466@mail.test,cold_call,qualified,3,2022-11-27 15:08:26
LED-0001224,Florencia,Araya,florencia.araya1304@mail.test,event,converted,74,2024-03-20 03:54:26
LED-0001225,Pablo,Rojas,pablo.rojas1174@demo.io,event,new,43,2022-11-07 05:37:14
LED-0001226,Fernanda,Vargas,fernanda.vargas5907@lake.local,event,new,15,2022-07-10 13:16:52
LED-0001227,Lucia,Pizarro,lucia.pizarro7453@synthetic.dev,event,new,79,2025-03-03 19:54:55
LED-0001228,Paula,Ortiz,paula.ortiz5485@synthetic.dev,web,new,4,2023-04-13 18:45:08
LED-0001229,Daniel,Contreras,daniel.contreras5093@example.com,event,new,38,2023-02-07 17:22:12
LED-0001230,Ignacio,Tapia,ignacio.tapia3780@synthetic.dev,cold_call,qualified,52,2023-01-07 16:10:42
LED-0001231,Diego,Silva,diego.silva9152@lake.local,web,contacted,0,2024-01-10 16:52:10
LED-0001232,Martina,Gomez,martina.gomez6474@example.com,referral,converted,96,2023-11-28 08:52:34
LED-0001233,Vicente,Toro,vicente.toro4057@demo.io,web,lost,95,2023-02-01 02:16:20
LED-0001234,Emilia,Perez,emilia.perez6857@example.com,referral,new,16,2025-12-23 12:37:24
LED-0001235,Pedro,Rodriguez,pedro.rodriguez300@mail.test,web,contacted,16,2022-12-08 18:00:27
LED-0001236,Emilia,Silva,emilia.silva830@mail.test,referral,qualified,32,2023-09-07 17:45:32
LED-0001237,Amanda,Morales,amanda.morales988@demo.io,web,new,62,2025-11-07 09:36:01
LED-0001238,Renata,Gonzalez,renata.gonzalez9235@demo.io,web,new,93,2025-08-03 16:21:01
LED-0001239,Gabriel,Rodriguez,gabriel.rodriguez8103@example.com,web,contacted,57,2023-03-18 07:11:30
LED-0001240,Amanda,Gonzalez,amanda.gonzalez690@demo.io,web,contacted,94,2024-11-17 22:55:02
LED-0001241,Maria,Pizarro,maria.pizarro5012@synthetic.dev,ads,new,18,2025-04-01 00:15:51
LED-0001242,Andres,Lopez,andres.lopez9407@mail.test,event,lost,7,2023-02-23 10:35:43
LED-0001243,Vicente,Cortes,vicente.cortes4378@lake.local,cold_call,converted,30,2022-01-01 19:03:51
LED-0001244,Romina,Araya,romina.araya5528@lake.local,ads,contacted,66,2024-07-21 23:56:59
LED-0001245,Carmen,Gutierrez,carmen.gutierrez2897@synthetic.dev,web,contacted,87,2022-10-15 02:43:54
LED-0001246,Antonia,Lopez,antonia.lopez5037@mail.test,referral,qualified,74,2023-06-09 07:58:13
LED-0001247,Rodrigo,Henriquez,rodrigo.henriquez6219@synthetic.dev,web,new,38,2023-08-25 07:48:44
LED-0001248,Florencia,Hernandez,florencia.hernandez2571@example.com,web,lost,48,2023-02-14 00:25:50
LED-0001249,Valentina,Aravena,valentina.aravena4980@demo.io,web,qualified,5,2025-06-20 11:07:34
LED-0001250,Agustina,Salazar,agustina.salazar9624@mail.test,referral,new,44,2025-07-10 13:32:31
LED-0001251,Ana,Riquelme,ana.riquelme1777@mail.test,event,qualified,79,2024-02-19 19:34:21
